429,110.5608,24,3.0960644
237,123.408,27,3.75256868
40,92.1968,27,3.1069126
57,92.7802,29,2.9535408
48,190.8338,32,3.94855704
430,85.9526,39,2.07511194
297,131.0236,42,3.28208834
492,165.968,45,2.75174328
84,100.4,51,1.48422464
317,163.23,52,3.69031986
216,55.5087,61,0.39800881
68,144.65276,68,1.7616212
476,115.56286,73,1.65038478
323,107.5429,76,1.5364863
458,154.45108,77,2.03278196
